cvss_score,epss_score,kev_status,internet_exposed,patch_available,asset_criticality,control_effectiveness,open_vulnerability_count,high_vulnerability_count,business_criticality,exploited
5.6,0.1187,0,0,1,0,0.6374,3,0,1,0
4.07,0.0,1,0,0,2,1.0,1,0,3,0
6.03,0.0206,0,0,1,2,0.0225,5,1,0,0
5.82,0.072,0,0,1,1,0.2502,2,0,0,0
8.22,0.4191,0,1,0,1,0.8763,1,1,1,1
9.38,0.2649,1,0,1,2,0.1728,2,1,0,1
9.57,0.236,1,0,1,2,0.5524,5,0,1,1
5.26,0.1125,0,1,1,2,0.4292,1,0,2,0
6.04,0.0688,0,0,1,0,0.3899,2,2,1,0
2.8,0.0016,0,1,1,1,0.507,4,0,2,0
4.73,0.2048,0,0,1,2,0.4668,4,1,1,0
8.62,0.0075,0,0,1,2,0.8143,3,3,1,1
10.0,0.0612,0,0,1,1,0.8821,4,0,3,0
3.78,0.1335,0,0,1,3,0.6566,1,2,1,0
5.2,0.2512,0,0,1,0,0.491,3,1,3,0
6.44,0.0506,0,0,1,1,0.6146,2,2,2,0
7.12,0.0707,0,0,1,2,0.7513,2,0,1,0
4.72,0.0188,0,0,0,0,0.8004,2,0,1,0
7.43,0.0284,0,0,0,3,0.6425,2,0,2,0
5.46,0.0364,0,1,1,1,0.9319,1,0,2,0
6.47,0.1271,0,1,0,1,0.3959,1,0,1,1
7.7,0.6234,1,1,1,1,0.835,1,0,0,1
6.51,0.4044,0,1,1,1,0.7261,3,1,2,1
5.54,0.085,0,0,1,1,0.3975,4,1,2,0
6.26,0.0032,0,0,0,1,0.6082,2,2,1,0
6.31,0.0915,0,1,1,0,0.6254,2,1,1,1
5.69,0.0132,0,0,0,2,0.5145,1,0,1,0
5.93,0.1777,0,0,1,0,0.5118,3,1,1,0
10.0,0.1892,0,0,1,2,0.1688,6,1,0,1
7.73,0.0017,0,0,0,1,0.3777,2,0,2,1
5.85,0.1511,1,0,0,1,0.4904,1,0,1,0
8.03,0.0004,0,1,0,1,0.4069,0,0,2,1
5.77,0.0718,0,1,0,1,0.3361,3,0,3,1
9.08,0.0078,0,0,0,2,0.8153,3,1,1,0
7.31,0.0343,0,1,1,3,0.524,4,1,2,1
6.26,0.1953,0,0,1,1,1.0,1,0,3,0
7.48,0.2097,0,1,1,1,0.6057,3,0,2,1
3.04,0.0002,0,1,1,1,0.81,2,3,1,0
4.02,0.1871,0,0,1,3,0.498,5,1,2,0
3.87,0.5288,0,1,0,2,0.3846,2,1,2,1
6.81,0.0837,0,0,0,1,0.6157,1,2,1,1
10.0,0.0338,0,0,1,1,0.8739,2,0,1,0
10.0,0.0432,0,1,1,1,0.5277,3,1,2,1
7.9,0.1025,0,1,0,2,0.6617,3,0,0,1
7.6,0.0355,0,1,1,2,0.6144,1,0,3,0
2.54,0.0173,0,1,0,3,0.5255,1,0,3,1
5.31,0.0167,1,1,1,1,0.5383,0,1,1,1
4.77,0.0136,0,1,1,2,0.3004,3,2,2,1
5.13,0.1222,0,1,1,1,0.5472,5,2,1,0
6.13,0.16,0,0,0,2,0.7133,4,1,0,0
5.46,0.1592,0,0,0,1,0.6239,4,1,3,1
2.15,0.0411,0,0,1,2,0.596,2,1,0,0
8.15,0.0283,0,0,1,0,0.7313,1,1,0,0
4.14,0.3066,0,1,1,0,0.5987,0,2,2,0
7.03,0.1184,0,0,1,2,0.5535,2,1,0,0
10.0,0.08,0,0,1,3,0.7338,2,0,2,1
4.48,0.1438,1,1,0,2,0.5841,1,1,3,1
0.93,0.107,0,0,1,2,0.4909,1,2,1,0
5.87,0.2588,1,0,0,2,0.6671,4,0,0,1
8.92,0.231,0,0,1,1,0.5412,1,0,1,0
10.0,0.128,0,1,1,0,0.4796,6,0,3,1
3.79,0.006,1,0,1,3,0.5889,1,1,1,1
7.59,0.0871,1,1,0,3,0.5918,3,2,1,1
5.48,0.0425,0,0,1,1,0.2741,2,0,1,0
6.27,0.1086,0,1,0,1,0.6333,5,1,3,1
10.0,0.0147,0,0,1,2,1.0,1,2,1,0
3.19,0.0049,0,0,1,2,0.3051,2,0,1,0
7.06,0.2821,0,0,1,0,0.4244,5,1,1,1
7.53,0.0009,0,0,1,0,1.0,3,3,2,0
8.89,0.4663,0,0,1,3,0.3445,3,1,1,1
6.72,0.7858,0,0,0,0,0.8716,1,0,3,1
7.18,0.0,0,0,1,1,0.4928,4,0,1,0
5.64,0.6054,0,1,0,1,0.565,0,0,1,1
7.09,0.4923,0,0,1,0,0.5172,0,3,0,1
5.74,0.2453,0,1,0,1,0.6564,5,0,0,1
7.87,0.1185,0,1,0,1,0.1551,2,0,1,1
5.69,0.0403,0,0,0,1,0.5966,3,1,1,0
7.33,0.0003,0,0,0,2,0.4492,1,2,1,0
6.44,0.6213,0,1,1,1,0.0842,2,0,3,0
8.98,0.1898,0,1,1,1,0.8302,4,0,3,0
6.39,0.0681,0,1,0,1,0.0231,4,0,1,0
2.6,0.0165,1,1,0,0,1.0,4,1,1,1
9.28,0.1586,0,0,1,0,0.7042,3,1,1,0
4.51,0.0235,0,0,1,2,0.2098,1,0,2,0
5.06,0.7771,0,1,1,0,0.8845,2,1,0,0
5.19,0.2617,0,1,1,1,0.3624,8,1,1,1
9.52,0.383,0,1,1,2,0.3738,1,0,1,1
1.8,0.0283,1,1,1,1,0.0998,3,2,2,1
10.0,0.1672,0,0,1,1,0.334,2,1,2,0
8.82,0.162,0,1,0,2,0.3635,3,0,1,1
6.99,0.0529,0,1,1,2,0.7545,0,1,0,1
6.38,0.1225,0,0,0,2,0.8418,2,0,2,0
7.13,0.0309,1,0,1,1,0.2398,3,0,0,1
7.65,0.2422,0,0,1,3,0.6176,0,1,1,1
7.92,0.0437,0,1,1,2,0.0899,3,1,1,1
7.72,0.0006,0,0,0,1,0.6186,1,0,1,0
6.7,0.245,0,0,1,2,1.0,1,2,1,0
6.07,0.1416,0,0,0,0,0.105,4,1,1,0
6.17,0.0965,0,0,1,1,0.2963,1,1,1,0
6.07,0.0,0,0,1,1,0.7318,3,2,1,0
8.99,0.2342,0,1,1,1,0.7613,1,1,1,1
7.81,0.0751,0,1,1,0,0.3147,4,1,2,1
0.03,0.0366,1,0,1,1,0.9184,5,0,0,0
7.94,0.1826,0,1,1,1,0.3461,0,2,1,1
6.93,0.2665,0,1,0,2,0.9684,1,2,0,1
6.46,0.3925,0,0,0,1,0.6672,3,1,2,0
5.65,0.021,0,0,1,2,0.8678,1,1,2,0
8.97,0.0059,0,0,1,1,0.6427,1,3,2,0
8.58,0.1162,0,0,1,2,0.7142,8,0,1,1
4.8,0.2256,0,1,0,1,0.7275,5,1,1,1
7.4,0.0137,0,1,1,2,0.8362,3,1,1,1
4.36,0.4327,0,0,1,2,0.5418,3,1,0,0
3.46,0.2565,0,1,1,2,0.325,4,1,1,1
5.12,0.2405,0,1,1,0,0.5303,3,0,2,1
8.4,0.1203,0,1,1,1,0.3831,3,2,1,1
8.6,0.0196,1,0,1,0,0.3995,3,1,1,1
7.63,0.0014,0,1,1,1,0.9637,1,0,1,0
8.1,0.069,0,1,1,1,0.7057,4,0,0,1
7.64,0.0011,0,1,1,2,0.6942,3,2,1,1
5.09,0.1348,0,0,1,1,0.8182,3,1,0,0
7.45,0.0404,0,1,1,1,0.7044,4,1,3,1
8.26,0.0645,0,0,1,2,1.0,7,1,2,1
8.16,0.0124,0,1,0,0,0.0263,3,0,3,1
9.12,0.1359,0,1,1,1,0.3006,3,1,3,1
8.06,0.2935,1,0,1,2,0.3748,3,1,2,1
7.27,0.2389,0,0,0,1,0.2061,1,0,2,1
8.85,0.4709,0,1,1,2,0.5782,1,0,1,1
6.44,0.176,0,0,0,1,0.59,9,2,1,0
4.56,0.2091,0,0,0,1,1.0,2,1,2,0
6.14,0.0377,0,1,0,3,0.7759,1,1,1,0
4.86,0.0837,0,1,1,3,0.4231,5,0,2,1
5.01,0.3796,0,0,0,1,0.6736,2,0,2,0
6.18,0.0331,0,0,1,2,0.0933,2,0,1,0
4.76,0.0474,0,1,1,1,0.5856,1,0,2,0
5.82,0.0311,1,1,1,1,0.5722,1,0,1,1
2.33,0.0024,0,0,1,2,0.3245,2,2,2,1
6.97,0.0509,0,0,1,1,0.4997,4,3,3,1
6.5,0.0103,1,0,1,2,0.3769,1,0,1,1
4.7,0.0984,1,1,1,2,0.3169,2,0,0,1
7.95,0.0065,0,0,1,2,0.7186,5,0,2,0
8.56,0.0102,0,0,0,0,0.8085,6,1,1,0
2.96,0.1591,0,0,0,2,0.6775,3,2,1,0
4.82,0.542,0,0,0,3,0.4405,2,1,1,0
4.81,0.0019,0,1,1,1,0.3844,4,3,2,0
4.43,0.762,0,0,1,0,0.4483,1,1,2,1
8.32,0.0188,0,0,1,3,0.495,3,0,2,0
6.07,0.1204,0,0,1,1,0.332,3,0,3,1
5.92,0.2818,0,0,1,1,0.8135,1,3,1,0
2.09,0.0041,0,1,1,0,0.4994,2,0,3,0
7.9,0.3182,0,0,1,0,0.7412,3,1,2,0
3.77,0.0243,1,1,1,1,0.2,3,1,2,1
6.63,0.0007,1,0,1,1,0.3779,3,2,2,1
7.11,0.2586,0,0,1,1,0.7648,5,0,1,0
9.49,0.4615,0,0,1,2,0.7684,4,0,1,1
3.62,0.0243,0,1,1,1,0.2494,3,1,3,0
0.0,0.0154,0,0,1,1,0.6258,0,3,1,0
6.9,0.0861,0,1,0,2,0.6323,4,2,1,1
10.0,0.0414,0,0,0,3,0.3729,2,2,0,0
9.23,0.0643,0,0,0,1,0.6392,2,0,2,0
6.96,0.2645,0,0,1,0,0.1549,1,0,2,0
5.42,0.3159,1,1,1,1,0.3183,2,1,1,1
8.28,0.7246,0,0,1,0,0.6997,0,1,0,0
4.36,0.5961,0,1,1,2,0.5574,6,3,1,1
7.55,0.0205,0,1,0,1,0.5704,1,0,2,0
7.61,0.0069,0,0,0,1,0.5062,3,2,0,0
8.83,0.4284,0,0,1,0,0.6842,3,2,0,1
10.0,0.0371,0,0,1,1,0.6963,1,1,0,1
7.36,0.0589,0,0,1,0,0.7479,1,1,3,1
5.38,0.0003,0,0,1,2,0.5814,4,4,0,0
6.44,0.1167,0,1,0,3,0.4529,4,3,3,1
2.61,0.3931,1,1,0,1,0.4107,6,1,1,1
4.97,0.3573,0,1,1,1,0.2858,2,2,1,0
5.6,0.0042,0,1,1,1,0.4493,2,0,1,0
5.35,0.0267,1,0,1,2,0.3984,1,0,1,1
6.84,0.1072,0,0,1,0,0.9504,2,0,1,0
4.69,0.2382,0,0,1,2,0.2883,2,0,2,0
8.97,0.0005,0,0,1,0,0.8093,1,3,1,1
6.5,0.0695,0,0,1,0,0.4831,1,2,3,1
6.48,0.0041,0,0,1,1,0.4984,0,2,1,0
5.78,0.2366,0,1,1,0,0.6503,2,2,2,0
6.84,0.3594,0,1,0,2,0.1954,2,3,2,1
8.32,0.0648,0,0,1,0,0.35,0,2,1,0
4.59,0.1367,0,1,1,2,0.2397,0,5,2,1
5.05,0.2729,1,1,1,1,0.4549,3,1,1,1
5.83,0.0019,0,0,1,1,0.3227,2,2,1,0
3.54,0.1667,0,0,1,0,0.8793,8,3,2,0
4.7,0.6527,0,1,0,0,0.4042,3,2,2,1
5.45,0.0079,0,1,1,2,0.0,4,1,2,0
8.42,0.0029,0,1,1,1,0.4664,1,2,1,1
7.08,0.4343,0,0,1,1,0.7519,5,0,0,0
6.93,0.0035,0,0,0,1,0.9576,5,0,1,0
8.37,0.4259,0,0,1,1,0.4926,4,0,2,0
6.2,0.1024,0,1,1,2,0.4208,5,2,1,1
7.36,0.0229,0,0,1,3,0.5464,1,1,2,1
6.27,0.0948,0,0,0,1,0.6538,2,1,1,0
7.08,0.0066,0,0,1,3,0.2678,2,1,0,1
5.22,0.0085,0,0,0,2,0.4889,1,0,1,0
1.13,0.2417,1,0,1,0,0.5376,2,0,1,0
6.2,0.3467,0,1,0,0,0.5615,0,0,2,1
9.63,0.0024,1,0,1,1,0.5139,1,1,1,0
8.54,0.1297,0,0,1,1,0.3161,5,1,0,0
8.62,0.0015,0,0,1,1,0.6347,3,0,2,0
9.22,0.015,0,0,0,1,0.5389,4,1,1,1
6.7,0.0583,0,0,0,1,0.5382,3,5,1,1
6.93,0.0039,0,0,1,2,0.2794,2,1,1,0
5.14,0.3383,0,1,1,0,0.71,1,1,3,1
5.8,0.132,0,0,1,2,0.313,6,0,1,1
7.85,0.0074,0,0,1,3,0.9541,4,0,0,0
9.15,0.6404,0,0,1,2,0.2552,0,1,1,1
6.19,0.3612,0,0,1,0,0.7406,2,1,1,0
5.51,0.04,1,0,1,0,0.073,4,1,1,0
6.5,0.3524,0,1,0,1,0.0,0,1,1,1
7.82,0.0003,0,1,1,3,0.4113,2,2,2,1
3.32,0.0886,0,1,1,2,0.0,1,1,0,0
1.45,0.0215,1,0,1,1,0.7324,2,0,3,1
5.29,0.1347,0,0,1,0,0.5445,0,0,1,0
3.81,0.1023,0,1,0,2,0.9003,2,1,1,0
5.38,0.0222,0,0,0,2,0.5082,3,4,1,0
6.17,0.0019,0,0,1,3,0.6108,4,0,1,0
5.5,0.0391,1,1,0,2,0.483,3,1,1,1
9.7,0.0114,0,0,1,1,0.3315,1,0,1,0
7.22,0.5508,0,1,0,2,0.4483,2,1,0,1
7.16,0.0643,0,0,0,3,0.249,2,0,2,1
7.87,0.3944,0,0,0,2,0.6469,3,1,2,0
3.99,0.7005,1,1,0,1,0.473,5,2,1,1
8.79,0.0505,1,0,1,2,0.5249,3,1,1,1
6.33,0.0004,0,0,1,2,1.0,1,1,1,0
7.98,0.0432,0,0,0,1,0.4492,2,1,1,0
4.14,0.0424,0,0,0,1,0.6284,3,1,0,1
3.08,0.0189,0,0,1,2,0.5365,5,0,1,0
8.3,0.4676,1,0,1,2,0.8394,2,2,0,1
7.33,0.0395,0,1,1,0,0.6096,2,1,0,0
4.52,0.1252,0,1,0,2,0.4821,2,1,0,1
4.59,0.3589,0,1,1,1,1.0,3,2,2,1
8.98,0.0418,0,1,1,3,0.3351,5,0,0,1
3.88,0.0621,1,0,1,3,0.5015,2,2,1,1
10.0,0.2656,0,0,1,1,0.7791,1,2,1,0
4.52,0.0085,0,0,1,3,0.3455,2,1,1,0
7.9,0.1401,0,1,0,1,0.7414,1,1,0,1
5.78,0.5352,0,0,0,2,0.4301,3,1,3,1
7.83,0.0585,0,0,0,0,0.8008,5,0,1,0
5.3,0.1064,0,1,1,0,0.7943,3,3,3,0
6.14,0.0,0,0,0,2,0.5275,1,2,1,1
6.59,0.1205,0,0,1,2,0.2999,0,1,0,0
4.3,0.149,1,0,1,1,0.4521,0,5,3,0
8.13,0.5242,1,0,0,1,0.5463,4,1,1,1
5.37,0.0879,0,0,1,1,0.7721,1,0,2,1
6.0,0.1581,0,0,1,2,0.6301,3,2,2,1
4.31,0.0256,1,0,0,1,0.6845,1,1,1,1
0.86,0.1389,0,0,0,1,0.6373,3,0,2,1
6.08,0.4577,0,0,1,2,0.7616,0,2,0,0
10.0,0.1194,0,1,0,3,0.4999,3,2,1,1
8.23,0.1186,1,0,1,0,0.5912,2,0,1,1
6.46,0.0714,0,1,0,2,0.5571,3,0,1,1
5.92,0.0078,0,1,1,2,0.4405,5,0,2,1
6.55,0.001,0,0,1,1,0.8029,3,2,2,0
7.7,0.7226,0,0,0,2,0.7977,1,2,1,0
3.9,0.1095,0,0,0,2,0.8514,0,1,0,0
8.95,0.2913,1,1,0,0,0.3591,2,1,0,1
8.07,0.1189,0,0,1,1,0.6377,1,1,2,0
8.08,0.4508,0,0,1,2,0.8231,2,0,3,0
7.46,0.3857,1,0,0,0,0.9257,3,3,2,0
6.54,0.1411,0,0,1,1,0.1728,1,0,0,0
7.98,0.0126,0,0,1,0,0.5493,3,0,0,0
7.8,0.0565,0,1,1,1,0.5027,1,2,2,1
5.72,0.0179,0,0,1,1,0.9477,4,2,2,0
5.24,0.0155,0,0,1,1,0.0,6,1,2,0
6.72,0.4303,1,1,1,0,0.2882,4,1,2,1
9.91,0.0014,0,1,1,1,0.9083,4,0,1,1
3.77,0.206,0,0,0,1,0.4326,3,0,1,1
3.27,0.0058,0,0,0,2,0.2246,2,1,3,1
6.86,0.0532,0,0,1,2,0.928,3,0,2,1
6.61,0.0304,0,0,1,0,0.192,2,1,2,0
6.88,0.0084,1,0,1,3,0.8055,0,0,1,0
7.04,0.0375,0,0,1,2,0.1599,2,0,2,0
6.01,0.0334,0,0,1,2,0.1894,4,1,2,1
9.78,0.2811,0,1,0,1,0.6,3,1,2,1
2.98,0.2844,0,0,0,0,0.3379,5,0,2,1
4.68,0.4227,0,0,0,3,0.6181,2,1,1,0
6.27,0.0063,0,1,1,0,1.0,4,1,3,0
2.88,0.2012,0,1,0,2,0.5112,3,2,1,1
6.11,0.506,0,0,0,1,0.9569,1,1,0,1
10.0,0.0013,1,0,1,3,0.6311,3,2,1,1
6.55,0.297,0,1,0,1,0.789,1,0,3,1
7.01,0.041,0,0,1,1,0.0,3,1,1,0
3.73,0.0543,0,1,1,2,0.7091,0,0,0,0
5.14,0.4621,0,1,0,0,0.6707,7,0,1,1
5.67,0.3433,1,0,0,0,0.46,3,0,0,0
5.8,0.7531,0,1,1,1,1.0,3,1,1,1
9.32,0.1769,0,1,1,0,0.4267,3,1,3,1
7.73,0.2759,0,1,1,0,0.1478,1,2,1,0
4.05,0.195,0,0,1,2,0.7455,3,0,1,0
7.04,0.1246,0,1,1,2,0.1941,1,1,2,1
7.6,0.0578,0,0,0,3,0.5691,3,3,2,1
9.01,0.0044,0,1,1,1,0.885,4,1,3,1
9.98,0.0736,0,0,0,1,0.6746,2,0,2,0
4.27,0.1967,0,0,1,2,0.4882,0,1,0,0
4.72,0.0949,0,0,0,2,0.4622,3,3,3,1
3.73,0.2495,0,0,1,2,0.8663,1,1,2,0
5.99,0.0152,0,0,1,1,0.245,4,1,1,0
7.53,0.4893,0,0,0,3,0.7438,2,4,1,0
8.67,0.032,0,0,0,0,1.0,2,0,3,0
6.33,0.457,0,0,1,0,0.6859,1,2,1,0
5.8,0.0078,0,1,0,2,0.4905,5,2,1,1
6.83,0.1606,0,1,1,1,0.51,3,1,1,0
4.66,0.2632,0,0,1,1,0.4299,1,2,2,1
10.0,0.0997,1,0,1,2,0.3872,4,0,1,1
2.96,0.0006,0,0,1,2,0.5794,4,3,1,0
6.91,0.4851,0,0,1,2,0.7199,0,1,1,0
10.0,0.4435,0,1,0,1,0.9527,0,0,0,1
6.51,0.0,1,1,1,0,0.0609,3,0,1,1
6.08,0.0139,0,0,1,1,0.0,0,0,1,0
5.71,0.0498,0,1,1,2,0.9575,2,1,1,0
6.1,0.0,0,1,1,1,0.5643,4,0,0,0
9.52,0.0695,1,0,1,1,0.5774,1,1,1,1
1.63,0.0023,0,0,1,1,0.6753,3,3,2,0
9.87,0.138,0,0,1,0,0.5033,4,0,3,1
3.37,0.0716,0,0,1,2,1.0,4,0,1,0
5.91,0.0368,0,0,1,0,0.673,1,0,3,0
5.56,0.3953,0,0,1,2,0.4381,1,1,1,1
7.79,0.0804,0,0,0,1,0.4605,4,0,2,1
2.98,0.1041,1,0,1,1,0.5141,2,0,2,0
7.52,0.172,0,0,1,3,0.3557,6,2,3,1
10.0,0.0014,0,0,1,2,0.9724,2,1,1,0
3.5,0.031,0,0,1,2,0.581,2,0,1,0
6.92,0.042,1,0,1,2,0.2574,3,1,1,0
5.04,0.0694,1,0,1,1,0.6513,2,1,1,0
7.44,0.0145,0,1,1,1,0.9098,1,1,2,0
6.54,0.1773,0,1,1,1,0.8152,3,2,2,1
5.09,0.1228,0,0,0,2,0.36,5,1,0,1
7.57,0.0408,0,0,1,1,0.2727,0,0,2,0
10.0,0.009,0,1,1,1,0.9068,0,0,1,0
6.08,0.1284,0,1,1,2,0.1439,3,2,2,1
8.08,0.0579,0,0,1,1,0.6427,4,2,3,1
3.65,0.1197,0,1,1,1,0.4079,0,2,2,0
4.4,0.448,0,0,1,0,0.8784,5,1,2,0
7.54,0.2872,0,0,1,3,0.2863,1,0,0,0
9.77,0.3579,0,1,1,3,0.3509,3,2,1,1
7.28,0.1893,1,0,0,1,0.7043,2,1,1,1
5.81,0.1262,0,1,0,1,0.7489,4,0,3,1
6.5,0.563,1,0,1,1,0.8899,1,0,1,1
3.75,0.0611,0,0,0,1,0.6682,4,3,2,1
7.83,0.0266,0,0,1,1,0.6374,3,3,0,1
8.44,0.0496,0,1,0,0,0.8123,1,1,2,1
5.51,0.0357,0,0,1,3,0.2073,0,0,2,1
5.47,0.0633,0,1,1,0,0.3301,2,0,1,0
7.08,0.2354,0,1,1,2,0.2283,4,1,2,1
5.54,0.0017,1,0,0,1,0.0,2,2,2,0
6.35,0.1483,0,0,1,1,0.7605,2,1,1,0
10.0,0.0206,0,0,0,1,0.9074,6,2,2,0
5.96,0.1537,0,1,1,2,0.689,1,0,1,0
5.71,0.1754,0,1,1,2,0.645,2,1,1,1
5.08,0.0965,0,0,1,1,0.5712,2,1,1,0
8.14,0.2812,0,0,1,1,0.5638,6,1,0,1
6.1,0.0059,0,0,1,2,0.9738,3,1,1,1
5.07,0.1399,0,0,0,2,0.9373,4,0,1,1
9.41,0.1244,0,0,1,2,0.4037,3,1,1,0
9.62,0.3953,0,1,1,1,0.8272,2,2,1,1
5.18,0.2403,0,1,0,2,0.8574,3,1,1,1
2.39,0.1583,0,1,1,1,0.7126,5,1,2,1
8.72,0.1596,1,0,0,1,0.6469,4,3,1,1
4.99,0.0129,0,0,0,1,0.6383,3,4,1,0
8.24,0.0915,0,0,1,0,0.1795,4,2,3,1
2.17,0.0,1,0,1,1,0.1573,2,1,1,1
8.46,0.2421,0,0,1,0,0.7458,2,2,0,0
3.84,0.0388,0,0,1,1,0.2749,1,1,2,0
8.11,0.2951,0,1,0,2,0.2027,3,1,3,1
6.53,0.1231,1,0,0,3,0.0311,3,3,1,1
4.4,0.2829,0,1,1,0,0.4311,1,1,2,1
5.6,0.0004,0,0,1,1,0.6436,2,3,1,0
8.01,0.1102,0,0,0,1,0.6637,2,0,0,0
6.73,0.0071,0,0,1,0,0.7626,2,0,1,0
7.79,0.1628,0,0,1,0,0.4521,4,1,2,0
10.0,0.0194,0,1,0,1,0.5768,2,0,1,1
3.06,0.292,0,0,1,1,0.7615,2,1,1,0
10.0,0.1867,0,1,1,2,0.666,4,0,0,0
6.73,0.7301,0,0,0,3,0.4038,3,2,2,1
4.52,0.0195,0,0,1,2,0.6249,3,0,0,0
3.57,0.3224,0,0,1,1,0.0539,5,0,0,1
6.08,0.0194,0,1,1,2,0.55,5,0,3,0
8.53,0.1107,0,0,1,1,0.3954,3,0,2,0
6.22,0.1413,0,1,1,1,0.9296,2,0,1,0
9.82,0.0592,0,0,0,3,0.3057,4,2,0,1
3.31,0.6203,0,0,1,2,0.5792,4,0,1,0
6.47,0.0004,0,1,1,2,0.4428,4,2,3,1
3.74,0.4095,1,0,0,0,0.4104,2,0,2,1
7.3,0.0003,0,0,0,2,0.6443,1,0,1,0
8.45,0.4906,0,1,1,2,0.4454,3,0,3,1
5.57,0.5234,0,0,1,1,1.0,1,1,2,0
0.77,0.311,0,0,0,1,0.0564,1,1,1,0
6.94,0.0242,0,0,1,0,0.7078,2,5,2,1
7.46,0.0064,0,0,0,0,0.5288,3,1,0,1
7.39,0.225,1,0,0,2,0.5374,1,1,1,1
9.22,0.3039,1,0,1,0,0.6255,1,0,1,1
4.14,0.1396,0,1,1,3,0.7994,3,3,2,1
8.0,0.3248,0,0,1,2,0.6163,7,0,3,1
9.12,0.0064,0,1,1,1,0.8003,1,0,3,1
2.59,0.2497,0,0,0,1,0.5616,7,1,1,0
7.2,0.3056,0,0,1,1,0.2915,2,1,1,1
5.39,0.0442,0,0,0,0,0.5277,1,0,3,0
6.32,0.2342,0,1,1,0,0.8382,3,0,2,0
7.26,0.2167,0,1,1,1,0.4473,2,3,0,1
5.43,0.0005,1,0,0,3,0.2793,4,2,0,1
5.01,0.3678,0,0,0,3,0.7049,7,2,3,1
6.58,0.1016,0,1,1,2,0.6342,4,0,1,0
4.11,0.0195,0,1,1,2,0.3573,2,0,1,0
4.11,0.3246,1,1,0,2,0.4917,0,2,2,1
7.99,0.3809,1,0,1,1,0.5046,2,0,2,1
3.97,0.1034,0,0,1,0,0.5516,3,1,1,0
7.97,0.0581,1,1,1,2,0.7116,1,2,1,1
7.52,0.1371,0,0,1,3,0.4487,1,0,2,0
2.7,0.0384,0,0,1,0,0.7246,1,1,0,0
5.01,0.1675,0,0,1,1,0.4166,6,1,3,0
9.13,0.4164,0,0,0,1,0.9666,3,1,0,0
4.34,0.0819,0,1,1,0,0.972,4,2,0,0
5.48,0.2021,0,1,1,1,0.3359,1,0,2,0
7.52,0.0033,0,0,1,1,0.2436,3,1,1,0
8.22,0.2407,0,0,1,3,0.7946,1,1,1,0
5.95,0.1004,0,1,1,2,0.6145,2,4,2,1
5.19,0.1819,0,0,0,3,0.6879,1,2,1,0
9.63,0.1032,0,0,1,0,0.3863,2,0,1,0
10.0,0.0216,0,0,1,0,0.5169,0,4,2,0
8.65,0.0069,0,0,1,0,0.4638,2,0,2,0
6.69,0.332,1,0,1,3,0.6261,2,1,2,1
4.72,0.1055,0,0,1,0,0.2386,1,1,0,0
4.67,0.132,0,0,1,1,0.5252,4,1,1,0
7.65,0.0427,0,1,1,1,0.2361,3,0,2,0
7.42,0.0005,1,1,1,0,0.4211,1,1,0,1
9.58,0.1152,0,1,1,0,0.5257,3,0,2,1
7.93,0.4426,1,0,1,2,0.6769,0,1,0,1
3.19,0.0135,0,0,1,0,0.6976,1,0,1,0
8.81,0.3206,1,1,0,1,0.7402,2,1,1,1
4.3,0.0067,0,1,1,1,0.1793,2,0,1,0
5.66,0.4572,1,0,1,2,0.866,2,2,1,0
7.05,0.1152,0,0,1,1,0.3888,3,2,2,0
10.0,0.0181,1,0,1,3,0.4071,1,0,0,0
10.0,0.0,0,0,0,1,0.6172,1,2,2,0
7.83,0.0276,0,0,0,0,0.4657,5,4,0,1
6.1,0.1971,0,1,1,1,0.6405,1,1,1,1
7.68,0.0031,0,0,1,1,0.6868,4,2,2,0
8.45,0.5681,0,0,1,2,0.3592,3,2,1,1
5.79,0.0719,0,1,1,3,0.5041,4,2,2,1
10.0,0.1128,0,0,1,2,0.5115,3,0,3,1
7.01,0.1884,1,1,1,1,0.7896,3,0,1,1
7.6,0.0138,0,0,0,1,0.4337,3,0,0,1
7.97,0.0772,0,1,1,3,0.4228,2,2,1,0
7.43,0.0656,1,0,1,1,0.2946,1,0,3,1
8.35,0.0589,0,1,1,2,0.3226,5,0,2,1
5.14,0.1738,0,0,0,3,0.2123,2,2,2,1
5.27,0.0142,1,0,0,1,0.3742,3,2,2,1
4.08,0.0963,0,0,0,1,0.9484,4,0,3,0
7.47,0.1059,0,0,1,2,0.7227,2,0,0,0
8.21,0.1535,1,0,1,0,0.8693,4,0,1,0
7.51,0.2515,1,1,1,1,0.3125,5,0,2,1
10.0,0.007,0,0,1,1,0.0631,0,0,2,1
6.49,0.2173,0,1,1,0,0.6291,3,1,1,0
7.97,0.0404,0,0,1,2,1.0,4,1,2,1
4.1,0.007,0,1,1,1,0.4287,2,0,1,0
5.65,0.1885,0,0,1,2,0.5755,1,1,1,0
8.03,0.1546,0,1,1,2,0.1576,0,1,1,1
8.37,0.6302,0,0,1,1,0.5571,3,0,2,0
5.85,0.6664,0,0,0,2,0.5188,4,6,0,1
6.34,0.0034,0,0,1,1,0.0267,1,2,3,0
3.16,0.048,1,1,1,2,0.2907,5,0,1,1
5.71,0.0451,1,1,1,2,0.2708,3,2,2,1
8.46,0.8253,0,1,1,1,0.1551,2,0,0,0
7.77,0.248,0,0,1,2,0.3688,2,0,1,0
7.6,0.0049,0,0,1,1,0.6772,3,1,0,0
